vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Nissan,Urvan,159532,15,Van,4,2020,Gasoline,GCC,Al Aram Cars,49900
Nissan,Altima,111438,17,Sedan,4,2020,Gasoline,GCC,Al Aram Cars,57500
Tesla,X,60500,20,SUV/Crossover,None - Electric,2018,Electric,GCC,Levant Auto Trading,230000
Mercedes-Benz,E 450,87000,20,Convertible,6,2018,Gasoline,Import,Carbon,187000
Audi,A5,8000,19,Sedan,4,2022,Gasoline,Import,Carbon,169000
Toyota,Camry,97000,16,Sedan,4,2019,Gasoline,GCC,Al Diplomacy Used Cars Trading,79000
Toyota,Corolla,80000,17,Sedan,4,2020,Gasoline,GCC,Al Diplomacy Used Cars Trading,66000
Genesis,G80,25000,17,Sedan,6,2019,Gasoline,Import,Al Diplomacy Used Cars Trading,99000
Honda,Odyssey,510000,17,SUV/Crossover,6,2019,Gasoline,GCC,Al Diplomacy Used Cars Trading,69000
Land Rover,Range Rover Velar,50000,22,SUV/Crossover,6,2019,Gasoline,Import,Alsafi Motors,195000
Mercedes-Benz,G 63 AMG,4950,22,SUV/Crossover,8,2022,Gasoline,GCC,Levant Auto Trading,875000
Hyundai,Accent,153482,16,Sedan,4,2020,Gasoline,GCC,Al Aram Cars,32900
Mitsubishi,Pajero,105608,17,SUV/Crossover,6,2019,Gasoline,GCC,Al Aram Cars,64000
Nissan,Micra,152315,15,Hatchback,4,2019,Gasoline,GCC,Al Aram Cars,22900
Mitsubishi,ASX,156606,16,SUV/Crossover,4,2019,Gasoline,GCC,Al Aram Cars,34900
Toyota,Yaris,193113,16,Hatchback,4,2019,Gasoline,GCC,Al Aram Cars,31900
Mitsubishi,Pajero,99892,17,SUV/Crossover,6,2019,Gasoline,GCC,Al Aram Cars,62000
Mitsubishi,Attrage,188010,12,Sedan,3,2020,Gasoline,GCC,Al Aram Cars,21900
Mitsubishi,Attrage,199465,16,Sedan,3,2017,Gasoline,GCC,Al Aram Cars,14900
Mitsubishi,Attrage,167436,16,Sedan,3,2017,Gasoline,GCC,Al Aram Cars,14900
Mitsubishi,Pajero,106625,17,SUV/Crossover,6,2019,Gasoline,GCC,Al Aram Cars,64000
Mitsubishi,Attrage,219961,16,Sedan,3,2017,Gasoline,GCC,Al Aram Cars,17000
Mitsubishi,Attrage,146806,15,Sedan,3,2019,Gasoline,GCC,Al Aram Cars,22000
BMW,X1,182000,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,79000
BMW,330,55000,16,Sedan,4,2019,Gasoline,Import,Al Diplomacy Used Cars Trading,117000
Jeep,Wrangler,136000,17,SUV/Crossover,6,2017,Gasoline,GCC,Royal Motors,85000
BMW,120,172000,17,Hatchback,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,47000
Nissan,Altima,142000,17,Sedan,6,2017,Gasoline,Import,Gulf Motors,38000
BMW,318,246000,17,Sedan,3,2018,Gasoline,GCC,Honey Gidosha Used Cars,49000
BMW,318,232000,17,Sedan,3,2018,Gasoline,GCC,Honey Gidosha Used Cars,49000
Mercedes-Benz,GLE 350 AMG,73000,20,SUV/Crossover,4,2020,Gasoline,Import,Alsafi Motors,199000
Mercedes-Benz,C 300,63000,18,Sedan,4,2019,Gasoline,Import,Alsafi Motors,123000
Land Rover,Range Rover Evoque,26000,20,SUV/Crossover,4,2020,Gasoline,Import,Alsafi Motors,163000
Land Rover,Range Rover Velar,34000,19,SUV/Crossover,4,2019,Gasoline,GCC,Levant Auto Trading,209000
Mercedes-Benz,GLE 350,50000,20,SUV/Crossover,4,2020,Gasoline,Import,Carbon,210000
Mitsubishi,Pajero,99360,17,SUV/Crossover,6,2019,Gasoline,GCC,Al Aram Cars,65000
Jeep,Grand Cherokee,9300,20,SUV/Crossover,6,2022,Gasoline,GCC,Al Aram Cars,179900
Nissan,Maxima,115000,18,Sedan,6,2019,Gasoline,GCC,Al Diplomacy Used Cars Trading,78000
BMW,X1,185000,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,79000
Nissan,Sentra,143585,16,Sedan,4,2019,Gasoline,GCC,Al Aram Cars,34900
Honda,Accord,69000,16,Sedan,4,2017,Gasoline,Import,Al Diplomacy Used Cars Trading,48000
Mercedes-Benz,C 300,81000,14,Sedan,4,2020,Gasoline,Import,Fawaz Sukar Cars - Sharjah,99000
Kia,Sportage,19000,17,SUV/Crossover,4,2020,Gasoline,Import,M.K. Motors,55000
Nissan,Sunny,76000,17,Sedan,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,27500
Mitsubishi,ASX,53000,17,SUV/Crossover,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,49000
Mercedes-Benz,C 200,125000,19,Sedan,4,2018,Gasoline,GCC,Top Ride Motors LLC,110000
Porsche,911 Turbo S,11000,21,Convertible,6,2022,Gasoline,GCC,Al Qalam Motors,1220000
BMW,430,9000,20,Coupe,4,2021,Gasoline,Import,Carbon,199000
Ferrari,488,14000,20,Coupe,8,2019,Gasoline,GCC,Al Qalam Motors,1485000
Land Rover,Range Rover Sport HSE,54000,10,SUV/Crossover,6,2019,Diesel,Import,Auto Max Used Cars Trading,190000
Mini,Cooper,23000,16,Hatchback,3,2022,Gasoline,Import,Carbon,85000
Nissan,Sentra,91000,17,Sedan,4,2020,Gasoline,GCC,Sama Al Sham Used Cars Exhb,33000
Infiniti,QX70,114000,18,SUV/Crossover,6,2019,Gasoline,GCC,Al-Hashal Used Car Exhibition,95000
Mitsubishi,Attrage,56000,17,Hatchback,3,2021,Gasoline,GCC,Sama Al Sham Used Cars Exhb,31000
Toyota,Camry,81000,18,Sedan,4,2017,Gasoline,GCC,Gulf Motors,60000
Toyota,Land Cruiser,60000,19,SUV/Crossover,6,2022,Gasoline,GCC,Al Hamra Motors,295000
Mercedes-Benz,E450 Coupe,5000,20,Coupe,6,2021,Gasoline,Import,Alsafi Motors,229000
Hyundai,Accent,44000,17,Sedan,4,2022,Gasoline,GCC,Honey Gidosha Used Cars,68000
Renault,Duster,177000,17,SUV/Crossover,4,2019,Gasoline,GCC,Sama Al Sham Used Cars Exhb,29000
GMC,Sierra,157000,17,Pick Up Truck,8,2017,Gasoline,GCC,Drive Motors Showroom L.L.C,109950
Renault,Koleos,105000,16,SUV/Crossover,4,2018,Gasoline,GCC,Drive Motors Showroom L.L.C,79000
Kia,Pegas,60000,17,Sedan,4,2020,Gasoline,GCC,Sama Al Sham Used Cars Exhb,33000
Land Rover,Range Rover Vogue,22000,23,SUV/Crossover,8,2022,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,850000
Hyundai,Creta,28000,19,SUV/Crossover,4,2018,Gasoline,GCC,Sama Al Sham Used Cars Exhb,42000
Hyundai,Santa Fe,20000,17,SUV/Crossover,4,2019,Gasoline,Import,M.K. Motors,70000
Nissan,Patrol,22000,20,SUV/Crossover,6,2018,Gasoline,Import,M.K. Motors,90000
Hyundai,Santa Fe,58000,18,SUV/Crossover,4,2019,Diesel,Import,Prestige Used Cars Trading L.L.C,85000
Toyota,Fortuner,22000,18,SUV/Crossover,4,2019,Gasoline,GCC,M.K. Motors,97000
Mitsubishi,Lancer,83000,17,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,35000
Peugeot,508,156000,18,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,69000
Subaru,Impreza WRX,125000,18,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,86000
Hyundai,Sonata,115000,16,Sedan,4,2017,Gasoline,GCC,Drive Motors Showroom L.L.C,39950
Mitsubishi,Lancer,117000,16,Sedan,4,2017,Gasoline,GCC,Drive Motors Showroom L.L.C,42000
BMW,420,42000,19,Coupe,4,2021,Gasoline,GCC,Levant Auto Trading,217000
Lexus,RX 350,53000,19,SUV/Crossover,6,2021,Gasoline,Import,Top Ride Motors LLC,145000
Rolls-Royce,Cullinan,10000,22,SUV/Crossover,12,2019,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,1590000
Rolls-Royce,Wraith,26000,21,Coupe,12,2017,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,980000
Renault,Duster,93000,17,SUV/Crossover,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,32500
Tesla,X,131000,20,SUV/Crossover,None - Electric,2018,Electric,GCC,111 Motors for Used Automobile Trading Co L.L.C,195000
Bentley,Flying Spur,20000,21,Sedan,12,2020,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,765000
Mitsubishi,Pajero,80000,19,SUV/Crossover,6,2017,Gasoline,GCC,Levant Auto Trading,64000
Mercedes-Benz,V 250,5000,18,Van,4,2023,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,275000
Audi,Q8,500,19,SUV/Crossover,6,2023,Gasoline,Import,111 Motors for Used Automobile Trading Co L.L.C,335000
Audi,Q8,500,19,SUV/Crossover,6,2023,Gasoline,Import,111 Motors for Used Automobile Trading Co L.L.C,335000
Rolls-Royce,Cullinan,51000,22,SUV/Crossover,12,2021,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,1650000
Infiniti,QX70,80000,19,SUV/Crossover,6,2018,Gasoline,GCC,Honey Gidosha Used Cars,103000
Land Rover,Range Rover Velar,158000,19,SUV/Crossover,6,2018,Gasoline,GCC,Honey Gidosha Used Cars,169000
Chevrolet,Traverse,93000,18,SUV/Crossover,6,2018,Gasoline,GCC,Honey Gidosha Used Cars,105000
Mitsubishi,Lancer,117000,16,Sedan,4,2017,Gasoline,GCC,Drive Motors Showroom L.L.C,44950
Mitsubishi,Eclipse Cross,4000,17,SUV/Crossover,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,79000
Kia,Soul,18000,16,SUV/Crossover,4,2020,Gasoline,Import,M.K. Motors,45000
Kia,Telluride,20000,18,SUV/Crossover,6,2020,Gasoline,Import,M.K. Motors,85000
Mercedes-Benz,C 200,101000,18,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,115000
Kia,Sorento,82000,18,SUV/Crossover,6,2019,Gasoline,GCC,Honey Gidosha Used Cars,93000
Jeep,Cherokee,31000,17,SUV/Crossover,6,2020,Gasoline,GCC,Honey Gidosha Used Cars,92000
Kia,Soul,18000,17,SUV/Crossover,4,2019,Gasoline,Import,M.K. Motors,36000
Nissan,Pathfinder,119000,17,SUV/Crossover,6,2020,Gasoline,GCC,Honey Gidosha Used Cars,76000
Chevrolet,Silverado,105000,18,Pick Up Truck,8,2018,Gasoline,Import,Drive Motors Showroom L.L.C,94950
Kia,Cadenza,22000,17,Sedan,6,2018,Gasoline,Import,M.K. Motors,50000
Jeep,Wrangler,116000,17,SUV/Crossover,6,2017,Gasoline,GCC,Honey Gidosha Used Cars,83000
Toyota,Corolla,115000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,52000
Honda,Odyssey,71000,17,Van,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,93000
Audi,Q5,131000,20,SUV/Crossover,4,2018,Gasoline,Import,Top Ride Motors LLC,85000
Volkswagen,Passat,97000,17,Sedan,5,2020,Gasoline,GCC,Honey Gidosha Used Cars,59000
Toyota,Corolla,45000,17,Sedan,4,2022,Gasoline,GCC,Honey Gidosha Used Cars,69000
Toyota,RAV 4,5600,19,SUV/Crossover,4,2019,Gasoline,Import,Al Hamra Motors,73000
GMC,Sierra,157000,17,Pick Up Truck,8,2017,Gasoline,GCC,Drive Motors Showroom L.L.C,109950
Honda,Civic,93000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,69000
Jeep,Wrangler,61000,17,SUV/Crossover,6,2019,Gasoline,GCC,Honey Gidosha Used Cars,143000
Audi,A5,84000,18,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,119000
Mini,Cooper S,58000,18,Hatchback,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,92000
Peugeot,3008,76000,18,SUV/Crossover,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,95000
Mazda,CX-5,112000,17,SUV/Crossover,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,65000
Mitsubishi,Outlander,96000,17,SUV/Crossover,6,2017,Gasoline,GCC,Honey Gidosha Used Cars,52000
Jeep,Wrangler,66000,17,SUV/Crossover,6,2019,Gasoline,GCC,Honey Gidosha Used Cars,143000
Infiniti,Q30,122000,17,SUV/Crossover,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,62000
Toyota,FJ Cruiser,88000,18,SUV/Crossover,6,2018,Gasoline,GCC,Honey Gidosha Used Cars,109000
Jeep,Wrangler,70000,20,SUV/Crossover,6,2017,Gasoline,GCC,Honey Gidosha Used Cars,92000
Mercedes-Benz,CLA 250,169000,18,Sedan,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,89000
GMC,Acadia,21000,17,SUV/Crossover,6,2022,Gasoline,GCC,Honey Gidosha Used Cars,129000
Toyota,Fortuner,65000,17,SUV/Crossover,6,2021,Gasoline,GCC,Honey Gidosha Used Cars,125000
Kia,Picanto,64000,17,Hatchback,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,34500
Lexus,IS 300,70000,18,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,109000
Kia,Sportage,600,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,85000
Mitsubishi,ASX,68000,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,46500
Ford,Focus,112000,17,Hatchback,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,39000
Nissan,Sunny,57000,17,Sedan,4,2022,Gasoline,GCC,Honey Gidosha Used Cars,51500
BMW,520,111000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,115000
Volkswagen,Touareg,158000,17,SUV/Crossover,6,2018,Gasoline,GCC,Honey Gidosha Used Cars,63000
Mazda,CX-3,60000,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,59000
Mini,Cooper S,161000,18,Hatchback,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,65000
Honda,Accord,54000,18,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,94000
Toyota,Yaris,73000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,41500
Mitsubishi,Lancer,44000,17,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,32000
Mitsubishi,Lancer,111000,17,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,30500
Nissan,Sentra,132000,17,Sedan,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,36500
Renault,Symbol,92000,17,Sedan,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,26500
Mitsubishi,ASX,65000,17,SUV/Crossover,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,46500
Mitsubishi,Pajero,68000,19,SUV/Crossover,6,2017,Gasoline,GCC,Levant Auto Trading,64000
Nissan,Sentra,50000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,39000
Renault,Symbol,116000,17,Sedan,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,25000
Mitsubishi,Attrage,89000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,26000
Kia,Picanto,81000,17,Hatchback,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,32500
Nissan,Kicks,73000,17,SUV/Crossover,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,54000
Ford,Edge,97000,17,SUV/Crossover,6,2017,Gasoline,GCC,Honey Gidosha Used Cars,62000
Hyundai,Creta,109000,17,SUV/Crossover,4,2018,Gasoline,GCC,Honey Gidosha Used Cars,44000
Renault,Symbol,54000,17,Sedan,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,28000
Honda,Civic,169000,17,Sedan,4,2017,Gasoline,GCC,Honey Gidosha Used Cars,49000
Renault,Symbol,92000,17,Sedan,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,23000
Kia,Picanto,98000,17,Hatchback,4,2019,Gasoline,GCC,Honey Gidosha Used Cars,32500
Mazda,6,76000,17,Sedan,4,2020,Gasoline,GCC,Honey Gidosha Used Cars,65000
Land Rover,Defender,2200,20,SUV/Crossover,6,2023,Gasoline,GCC,111 Motors for Used Automobile Trading Co L.L.C,499000
Ford,Mustang,74000,19,Coupe,4,2019,Gasoline,Import,Kandy Cars,83000
Dodge,Challenger,132000,20,Coupe,6,2018,Gasoline,Import,Kandy Cars,64000
Ford,Mustang,27000,18,Coupe,4,2021,Gasoline,Import,Kandy Cars,87000
Ford,Mustang,4600,20,Coupe,8,2022,Gasoline,Import,Kandy Cars,165000
Ford,Mustang,69000,18,Convertible,4,2018,Gasoline,Import,Kandy Cars,73000
Chevrolet,Camaro,40000,20,Coupe,6,2018,Gasoline,Import,Kandy Cars,62000
Dodge,Challenger,18000,20,Coupe,8,2021,Gasoline,Import,Kandy Cars,105000
GMC,Terrain,32000,17,SUV/Crossover,4,2021,Gasoline,GCC,Linda Cars,94000
BMW,318,14000,17,Sedan,3,2017,Gasoline,GCC,Linda Cars,99000
Lincoln,Navigator,111000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,179000
Maserati,Quattroporte,109000,17,Sedan,6,2017,Gasoline,GCC,Linda Cars,129000
Mercedes-Benz,CLA 250,125000,17,Hatchback,4,2018,Gasoline,GCC,Linda Cars,124000
Mercedes-Benz,GLE 63 AMG,64000,17,SUV/Crossover,8,2017,Gasoline,GCC,Linda Cars,249000
BMW,318,79000,17,Sedan,3,2018,Gasoline,GCC,Linda Cars,84000
Land Rover,Range Rover Velar,118000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,199000
Land Rover,Range Rover HSE,141000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,219000
BMW,X6,45000,17,SUV/Crossover,8,2018,Gasoline,GCC,Linda Cars,209000
BMW,730,59000,17,Sedan,4,2021,Gasoline,GCC,Linda Cars,249000
Audi,A3,97000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,79000
BMW,530,120000,17,Sedan,4,2017,Gasoline,GCC,Linda Cars,109000
Jeep,Wrangler,79000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,139000
Dodge,Durango,86000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,109000
BMW,X5,105000,17,SUV/Crossover,8,2017,Gasoline,GCC,Linda Cars,149000
Audi,S3,109000,17,Sedan,4,2017,Gasoline,GCC,Linda Cars,109000
Mercedes-Benz,CLA 250,73000,17,Hatchback,4,2021,Gasoline,GCC,Linda Cars,189000
Dodge,Charger,94000,17,Sedan,6,2019,Gasoline,GCC,Linda Cars,89000
BMW,X2,87000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,99000
Land Rover,Range Rover Evoque,102000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,134000
Land Rover,Range Rover Sport HSE,110000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,259000
Alfa Romeo,Giulietta,41000,17,Hatchback,4,2021,Gasoline,GCC,Linda Cars,99000
BMW,540,103000,17,Sedan,6,2017,Gasoline,GCC,Linda Cars,139000
GAC,GS 8,33000,17,SUV/Crossover,4,2021,Gasoline,GCC,Linda Cars,99000
Porsche,Macan S,70000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,199000
Mini,Cooper,65000,17,Hatchback,4,2019,Gasoline,GCC,Linda Cars,119000
Maserati,Levante,73000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,219000
Jeep,Compass,23000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,99000
Kia,Sportage,74000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,74000
Mercedes-Benz,C 43 AMG,68000,17,Sedan,6,2020,Gasoline,GCC,Linda Cars,209000
Audi,A6,99000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,129000
Renault,Koleos,94000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,79000
Audi,A5,111000,17,Hatchback,4,2019,Gasoline,GCC,Linda Cars,129000
Maserati,Quattroporte,25000,17,Sedan,8,2019,Gasoline,GCC,Linda Cars,319000
Tesla,Y,36000,17,SUV/Crossover,None - Electric,2022,Electric,GCC,Linda Cars,209000
Mercedes-Benz,AMG GT,64600,19,Coupe,8,2018,Gasoline,Import,Evo Motors FZE,385000
Toyota,Tundra,448,20,Pick Up Truck,6,2022,Gasoline,GCC,Dresden Used Cars,234000
BMW,X5,123000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,149000
Audi,A3,48000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,97000
Mercedes-Benz,GLC 250,80000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,179000
BMW,730,126000,17,Sedan,4,2017,Gasoline,GCC,Linda Cars,119000
BMW,540,98000,17,Sedan,6,2018,Gasoline,GCC,Linda Cars,149000
Mercedes-Benz,E 300,71000,17,Sedan,4,2021,Gasoline,GCC,Linda Cars,249000
Mazda,CX-9,134000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,79000
BMW,X6 M,59000,17,SUV/Crossover,8,2018,Gasoline,GCC,Linda Cars,259000
BMW,320,36000,17,Sedan,4,2021,Gasoline,GCC,Linda Cars,159000
Hyundai,Tucson,89000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,84000
Mercedes-Benz,C 200,41000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,139000
Mini,Cooper S,100000,17,Hatchback,4,2019,Gasoline,GCC,Linda Cars,79000
BMW,520,96000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,119000
Mercedes-Benz,C 300,78000,17,Coupe,4,2019,Gasoline,GCC,Linda Cars,179000
Mercedes-Benz,C 200,75000,17,Sedan,4,2017,Gasoline,GCC,Linda Cars,124000
BMW,520,100000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,119000
BMW,X4,37000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,199000
Mercedes-Benz,CLA 250,21000,17,Hatchback,4,2022,Gasoline,GCC,Linda Cars,209000
Volkswagen,Tiguan,21000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,119000
Mercedes-Benz,C 200,96000,17,Sedan,4,2019,Gasoline,GCC,Linda Cars,149000
Volkswagen,Tiguan,116000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,79000
Kia,Cadenza,84000,17,Sedan,6,2020,Gasoline,GCC,Linda Cars,89000
BMW,X1,97000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,89000
Land Rover,Range Rover Sport HSE,125000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,219000
Audi,A6,85000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,139000
Jeep,Wrangler,81000,17,SUV/Crossover,6,2020,Gasoline,GCC,Linda Cars,144000
Nissan,Patrol,56000,17,SUV/Crossover,8,2021,Gasoline,GCC,Linda Cars,239000
Land Rover,Discovery Sport,114000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,119000
Audi,A6,60000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,139000
BMW,430,91000,17,Convertible,4,2017,Gasoline,GCC,Linda Cars,119000
Jeep,Wrangler,62000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,129000
BMW,730,98000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,199000
BMW,430,116000,17,Convertible,4,2018,Gasoline,GCC,Linda Cars,129000
Land Rover,Range Rover Evoque,78000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,219000
Audi,A3,111000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,69000
BMW,420,48000,17,Coupe,4,2019,Gasoline,GCC,Linda Cars,134000
Maserati,Levante,88000,17,SUV/Crossover,6,2017,Gasoline,GCC,Linda Cars,179000
Chevrolet,Malibu,78000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,64000
GMC,Acadia,29000,17,SUV/Crossover,6,2020,Gasoline,GCC,Linda Cars,114000
Audi,Q8,96000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,219000
BMW,520,72000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,139000
Porsche,Macan S,44000,17,SUV/Crossover,4,2021,Gasoline,GCC,Linda Cars,259000
Ford,Edge,88000,17,SUV/Crossover,6,2017,Gasoline,GCC,Linda Cars,84000
Nissan,Kicks,79000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,69000
Land Rover,Range Rover Evoque,130000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,129000
Mercedes-Benz,C 200,57000,17,Sedan,4,2020,Gasoline,GCC,Linda Cars,179000
Mercedes-Benz,A 200,35000,17,Hatchback,4,2021,Gasoline,GCC,Linda Cars,139000
Mercedes-Benz,GLC 200,58000,17,SUV/Crossover,4,2020,Gasoline,GCC,Linda Cars,229000
Mercedes-Benz,CLA 250,101000,17,Sedan,4,2018,Gasoline,GCC,Linda Cars,119000
Ford,Mustang,72000,17,Coupe,8,2017,Gasoline,GCC,Linda Cars,125000
Mercedes-Benz,GLC 250,93000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,149000
Land Rover,Discovery Sport,86000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,129000
Land Rover,Range Rover Vogue SE Supercharged,99147,21,SUV/Crossover,8,2017,Gasoline,GCC,Purple - Gargash Motors,235000
Nissan,Patrol,23925,20,SUV/Crossover,8,2019,Gasoline,GCC,Purple - Gargash Motors,200000
Alfa Romeo,Stelvio,47575,20,SUV/Crossover,4,2020,Gasoline,GCC,Purple - Gargash Motors,169900
GAC,GS 8,20000,20,SUV/Crossover,4,2023,Gasoline,GCC,Purple - Gargash Motors,145900
Audi,RSQ8,16300,22,SUV/Crossover,8,2021,Gasoline,GCC,Luxury Lounge,559000
Mercedes-Benz,GLC 200,110000,17,SUV/Crossover,4,2021,Gasoline,GCC,Linda Cars,159000
Audi,A8,62000,17,Sedan,8,2020,Gasoline,GCC,Linda Cars,269000
Mercedes-Benz,C 200,112000,17,Sedan,4,2019,Gasoline,GCC,Linda Cars,139000
Jeep,Grand Cherokee,77000,17,SUV/Crossover,6,2020,Gasoline,GCC,Linda Cars,149000
Infiniti,QX70,82000,17,SUV/Crossover,6,2019,Gasoline,GCC,Linda Cars,109000
Genesis,GV70,32000,17,SUV/Crossover,4,2022,Gasoline,GCC,Linda Cars,229000
Land Rover,Range Rover Velar,81000,17,SUV/Crossover,4,2019,Gasoline,GCC,Linda Cars,199000
Porsche,Macan S,66000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,169000
Porsche,Macan S,72000,17,SUV/Crossover,4,2018,Gasoline,GCC,Linda Cars,169000
Hyundai,Santa Fe,22000,17,SUV/Crossover,4,2022,Gasoline,GCC,Linda Cars,119000
Kia,Rio,58000,17,Sedan,4,2021,Gasoline,GCC,Linda Cars,49000
Land Rover,Range Rover Velar,103000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,199000
BMW,318,63000,17,Sedan,3,2018,Gasoline,GCC,Linda Cars,104000
Land Rover,Discovery Sport,130000,17,SUV/Crossover,4,2017,Gasoline,GCC,Linda Cars,89000
Dodge,Durango,103000,17,SUV/Crossover,6,2018,Gasoline,GCC,Linda Cars,99000
Tesla,X,1000,17,SUV/Crossover,None - Electric,2023,Electric,GCC,Linda Cars,509000
